SSC,date
0.8097267742,2021-07-03
0.679662816,2021-07-08
0.6739690385,2021-07-08
0.6698591037,2021-07-08
0.6806759939,2021-07-08
0.9902380441,2021-07-13
0.9896734513,2021-07-13
0.9838524468,2021-07-13
0.9883474941,2021-07-13
0.8922166646,2021-07-18
0.8851977124,2021-07-18
0.9039690212,2021-07-18
0.8932340394,2021-07-18
0.931592807,2021-07-23
0.8540799624,2021-07-23
0.9230586098,2021-07-23
0.8127020982,2021-07-23
1.009607717,2021-07-28
1.010320321,2021-07-28
1.003110097,2021-07-28
1.010871414,2021-07-28
1.027140977,2021-08-02
1.018047088,2021-08-02
1.019883269,2021-08-02
1.038321939,2021-08-02
0.9317413392,2021-08-07
0.9702988324,2021-08-07
0.980004155,2021-08-07
0.9846206309,2021-08-07
0.5789451712,2021-08-12
0.52061449,2021-08-12
0.5720372421,2021-08-12
0.5296224432,2021-08-12
0.6314124578,2021-08-17
0.5261715802,2021-08-17
0.62177075,2021-08-17
0.5592389716,2021-08-17
0.9478987219,2021-08-22
0.9156609991,2021-08-22
0.96127258,2021-08-22
0.9506344517,2021-08-22
0.5869105452,2021-08-27
0.4950476001,2021-08-27
0.568107009,2021-08-27
0.5064047366,2021-08-27
1.01434709,2021-09-01
1.020859867,2021-09-01
1.010260921,2021-09-01
1.021984847,2021-09-01
0.8122015014,2021-09-06
0.8841599202,2021-09-06
0.8876430894,2021-09-06
0.8305009027,2021-09-06
1.02254501,2021-09-11
1.010747302,2021-09-11
1.017281592,2021-09-11
1.011195184,2021-09-11
1.035832313,2021-09-16
1.048585981,2021-09-16
1.023321834,2021-09-16
1.047460666,2021-09-16
0.7671364313,2021-09-21
0.6948651823,2021-09-21
0.7362837668,2021-09-21
0.7940796875,2021-09-21
0.9037624225,2021-09-26
0.8029986997,2021-09-26
0.942943477,2021-09-26
0.8132574347,2021-09-26
0.7765111828,2021-10-01
0.7247774708,2021-10-01
0.7958857257,2021-10-01
0.7225302259,2021-10-01
0.6687635941,2021-10-06
0.5568484041,2021-10-06
0.6719905395,2021-10-06
0.6069548406,2021-10-06
0.6016884119,2021-10-11
0.5409289378,2021-10-11
0.5632744098,2021-10-11
0.5622131508,2021-10-11
0.6793606047,2021-10-16
0.6197747255,2021-10-16
0.651823876,2021-10-16
0.6436452019,2021-10-16
0.5912344864,2021-10-21
0.5507742857,2021-10-21
0.5453146661,2021-10-21
0.5635318187,2021-10-21
0.6148483722,2021-10-26
0.5861903312,2021-10-26
0.5651909754,2021-10-26
0.5959457616,2021-10-26
0.6550356391,2021-10-31
0.6700355434,2021-10-31
0.6268720752,2021-10-31
0.6811169592,2021-10-31
0.8558181013,2021-11-05
0.8731634261,2021-11-05
0.8547339715,2021-11-05
0.8788862695,2021-11-05
0.7436075954,2021-11-10
0.7710326656,2021-11-10
0.7326246914,2021-11-10
0.7731985498,2021-11-10
0.7487179337,2021-11-15
0.8136653649,2021-11-15
0.7502439347,2021-11-15
0.8111115495,2021-11-15
0.8151921608,2021-11-20
0.8947797359,2021-11-20
0.8726767434,2021-11-20
0.8936469997,2021-11-20
0.6986986087,2021-11-25
0.7960782481,2021-11-25
0.7387113617,2021-11-25
0.780634493,2021-11-25
0.702047913,2021-11-30
0.7633900811,2021-11-30
0.7283454753,2021-11-30
0.744841766,2021-11-30
0.8748322172,2021-12-05
0.726321098,2021-12-05
0.9097946966,2021-12-05
0.6938935767,2021-12-05
0.6587580617,2021-12-10
0.6933936139,2021-12-10
0.7071018378,2021-12-10
0.6594595408,2021-12-10
0.6721422306,2021-12-15
0.6585557943,2021-12-15
0.7298122275,2021-12-15
0.619964896,2021-12-15
0.5956682678,2021-12-20
0.6157782612,2021-12-20
0.6542160269,2021-12-20
0.5842302445,2021-12-20
0.7606872455,2021-12-25
0.802944439,2021-12-25
0.8369694463,2021-12-25
0.7676502049,2021-12-25
0.6016764022,2021-12-30
0.5475416452,2021-12-30
0.6618567822,2021-12-30
0.5232185996,2021-12-30
0.9980419075,2022-01-09
0.992734741,2022-01-09
1.028153933,2022-01-09
0.9916888659,2022-01-09
0.9717192549,2022-01-14
0.9796320484,2022-01-14
0.9693927474,2022-01-14
0.9660326694,2022-01-14
0.8676368232,2022-01-24
0.9241641156,2022-01-24
0.9409060888,2022-01-24
0.9443602494,2022-01-24
0.6887122161,2022-01-29
0.6307978051,2022-01-29
0.7691111936,2022-01-29
0.613955675,2022-01-29
0.9558280352,2022-02-03
0.9144654178,2022-02-03
0.98999575,2022-02-03
0.962290386,2022-02-03
0.7712683904,2022-02-08
0.7062820535,2022-02-08
0.8427526101,2022-02-08
0.6904547117,2022-02-08
0.6912836379,2022-02-13
0.6156973206,2022-02-13
0.7681291026,2022-02-13
0.613788653,2022-02-13
0.696569358,2022-02-18
0.6083832054,2022-02-18
0.7722220976,2022-02-18
0.5983329217,2022-02-18
0.8186494753,2022-02-23
0.7790096116,2022-02-23
0.8761736116,2022-02-23
0.7749294037,2022-02-23
0.6685595712,2022-02-28
0.5752134733,2022-02-28
0.7235483938,2022-02-28
0.5697500575,2022-02-28
0.6850693538,2022-03-05
0.5871387917,2022-03-05
0.7305740925,2022-03-05
0.583322518,2022-03-05
0.7508650574,2022-03-10
0.6646612061,2022-03-10
0.762583427,2022-03-10
0.6389163782,2022-03-10
0.7356705979,2022-03-15
0.6481853789,2022-03-15
0.7678006778,2022-03-15
0.650314543,2022-03-15
0.747172964,2022-03-20
0.6629350792,2022-03-20
0.7658463828,2022-03-20
0.6750316927,2022-03-20
0.7506303359,2022-03-25
0.686025022,2022-03-25
0.7520724937,2022-03-25
0.6866458825,2022-03-25
0.7624105445,2022-03-30
0.7259015557,2022-03-30
0.7543343952,2022-03-30
0.7285934538,2022-03-30
0.7702567873,2022-04-04
0.7555871355,2022-04-04
0.7489958984,2022-04-04
0.7534389623,2022-04-04
0.7867993609,2022-04-09
0.7824840644,2022-04-09
0.7616785103,2022-04-09
0.7791408252,2022-04-09
0.8061795821,2022-04-14
0.8033249008,2022-04-14
0.787360625,2022-04-14
0.8012763096,2022-04-14
0.8124736268,2022-04-19
0.8127016471,2022-04-19
0.7874029507,2022-04-19
0.8076950723,2022-04-19
0.7905242043,2022-04-24
0.7924809674,2022-04-24
0.767246485,2022-04-24
0.7861782086,2022-04-24
0.8096752667,2022-04-29
0.8226253212,2022-04-29
0.7824443579,2022-04-29
0.8148182307,2022-04-29
0.8814558676,2022-05-04
0.8890856361,2022-05-04
0.870849286,2022-05-04
0.8830335666,2022-05-04
0.8359797058,2022-05-09
0.8474759701,2022-05-09
0.8068195913,2022-05-09
0.8401679407,2022-05-09
0.796230643,2022-05-14
0.8009042682,2022-05-14
0.7653768675,2022-05-14
0.7912195275,2022-05-14
0.8439906047,2022-05-19
0.8691474104,2022-05-19
0.8208122372,2022-05-19
0.8614581488,2022-05-19
0.8009761582,2022-05-24
0.8429856266,2022-05-24
0.7935313912,2022-05-24
0.8337713286,2022-05-24
0.8020500733,2022-05-29
0.805243896,2022-05-29
0.7706654073,2022-05-29
0.800102909,2022-05-29
0.765234075,2022-06-03
0.7572844843,2022-06-03
0.7274027776,2022-06-03
0.7530885085,2022-06-03
0.8167428649,2022-06-08
0.8180152747,2022-06-08
0.7909036778,2022-06-08
0.8141450393,2022-06-08
0.929117046,2022-06-13
0.8654019384,2022-06-13
0.9345481076,2022-06-13
0.889001299,2022-06-13
0.9280096338,2022-06-18
0.937241749,2022-06-18
0.9340577455,2022-06-18
0.9400434113,2022-06-18
0.7761506684,2022-06-23
0.7687458761,2022-06-23
0.7356050671,2022-06-23
0.7481950819,2022-06-23
0.8423939708,2022-06-28
0.8452500027,2022-06-28
0.8268575093,2022-06-28
0.844176649,2022-06-28
0.8156623024,2022-07-03
0.8639968042,2022-07-03
0.7994147201,2022-07-03
0.8454830051,2022-07-03
0.7417569187,2022-07-08
0.7128930852,2022-07-08
0.7345654327,2022-07-08
0.7171511101,2022-07-08
0.8067532366,2022-07-13
0.7608934022,2022-07-13
0.7980528311,2022-07-13
0.7743522624,2022-07-13
0.8578265027,2022-07-18
0.7675243926,2022-07-18
0.8152376725,2022-07-18
0.7654399399,2022-07-18
0.9082369532,2022-07-23
0.8792845072,2022-07-23
0.9361297293,2022-07-23
0.868098849,2022-07-23
0.8684875274,2022-07-28
0.8754496429,2022-07-28
0.9327560183,2022-07-28
0.9003329584,2022-07-28
0.7314876312,2022-08-02
0.6834802328,2022-08-02
0.7508489583,2022-08-02
0.7172951953,2022-08-02
1.001865403,2022-08-07
0.995613646,2022-08-07
1.000993126,2022-08-07
0.9958755569,2022-08-07
0.7175482433,2022-08-12
0.5891762058,2022-08-12
0.7203729437,2022-08-12
0.6055385395,2022-08-12
0.77981468,2022-08-17
0.6366269144,2022-08-17
0.7641088175,2022-08-17
0.6408098902,2022-08-17
0.8131064614,2022-08-22
0.6789434718,2022-08-22
0.8165023363,2022-08-22
0.6828490786,2022-08-22
0.7244635806,2022-08-27
0.6171091309,2022-08-27
0.7203762586,2022-08-27
0.6643988078,2022-08-27
0.7679443947,2022-09-01
0.6487180369,2022-09-01
0.7655896517,2022-09-01
0.662656408,2022-09-01
0.7759011547,2022-09-06
0.6724193327,2022-09-06
0.7607933669,2022-09-06
0.6985916602,2022-09-06
0.7818435071,2022-09-11
0.6528115039,2022-09-11
0.7845268473,2022-09-11
0.6536514353,2022-09-11
1.013338942,2022-09-16
1.047096025,2022-09-16
1.063029998,2022-09-16
1.048591446,2022-09-16
0.810823344,2022-09-21
0.6534088911,2022-09-21
0.8428512524,2022-09-21
0.6966510826,2022-09-21
0.8702071566,2022-09-26
0.7038083463,2022-09-26
0.8494896145,2022-09-26
0.6916327706,2022-09-26
0.7236036401,2022-10-01
0.6429559809,2022-10-01
0.7271137268,2022-10-01
0.6569460598,2022-10-01
0.7677008374,2022-10-06
0.6610158858,2022-10-06
0.7957601232,2022-10-06
0.6754557194,2022-10-06
0.8311432698,2022-10-11
0.8951835288,2022-10-11
0.8567643137,2022-10-11
0.8520677891,2022-10-11
0.7253316978,2022-10-16
0.6658660512,2022-10-16
0.7218550028,2022-10-16
0.6855657655,2022-10-16
0.7410375583,2022-10-21
0.7166616609,2022-10-21
0.7335020472,2022-10-21
0.7296055152,2022-10-21
0.7952075267,2022-10-26
0.7865083342,2022-10-26
0.7854739507,2022-10-26
0.7948906217,2022-10-26
0.8931310235,2022-10-31
0.8950911509,2022-10-31
0.8694029538,2022-10-31
0.8932717831,2022-10-31
0.8879818928,2022-11-05
0.9156190162,2022-11-05
0.8790043163,2022-11-05
0.9155904195,2022-11-05
0.879234372,2022-11-10
0.9060501735,2022-11-10
0.8651028125,2022-11-10
0.9174031866,2022-11-10
0.8398499776,2022-11-15
0.9005851933,2022-11-15
0.8497305374,2022-11-15
0.9099514784,2022-11-15
0.7884100883,2022-11-20
0.8277416656,2022-11-20
0.7894354418,2022-11-20
0.8169683283,2022-11-20
0.7656549621,2022-11-25
0.8066854631,2022-11-25
0.7829161663,2022-11-25
0.8011352398,2022-11-25
0.8011877587,2022-11-30
0.8349466997,2022-11-30
0.8367426803,2022-11-30
0.8321994058,2022-11-30
0.7674513262,2022-12-05
0.7989909249,2022-12-05
0.8110293548,2022-12-05
0.7829978335,2022-12-05
0.7580705203,2022-12-10
0.7839411289,2022-12-10
0.8191194331,2022-12-10
0.771234144,2022-12-10
0.7197391502,2022-12-15
0.7302853923,2022-12-15
0.7822328708,2022-12-15
0.7168165689,2022-12-15
0.8791335687,2022-12-20
0.9181322429,2022-12-20
0.8554199171,2022-12-20
0.8873754837,2022-12-20
0.9312871393,2022-12-25
0.9199785715,2022-12-25
0.9028116674,2022-12-25
0.8846680353,2022-12-25
0.8813640991,2022-12-30
0.9168830429,2022-12-30
0.9198996681,2022-12-30
0.9095642163,2022-12-30
