NDWI,date
-0.2478714825,2021-04-09
-0.1981588615,2021-04-14
-0.2115358468,2021-04-14
-0.190748232,2021-04-14
-0.2166575106,2021-04-14
-0.1948698549,2021-04-19
-0.2057691434,2021-04-19
-0.1920188565,2021-04-19
-0.2115439519,2021-04-19
-0.2300674178,2021-04-24
-0.2305340879,2021-04-24
-0.2371821703,2021-04-24
-0.2378069541,2021-04-24
-0.1526248391,2021-04-29
-0.1447527175,2021-04-29
-0.1544959406,2021-04-29
-0.1564581954,2021-04-29
-0.1623588127,2021-05-04
-0.08792288031,2021-05-04
-0.1530492353,2021-05-04
-0.1051292211,2021-05-04
-0.158329692,2021-05-09
-0.1345674939,2021-05-09
-0.1634150584,2021-05-09
-0.1422655979,2021-05-09
-0.1606114791,2021-05-14
-0.1455651756,2021-05-14
-0.1746977565,2021-05-14
-0.1522675029,2021-05-14
-0.006670700545,2021-05-19
-0.01121003471,2021-05-19
-0.005826853021,2021-05-19
-0.008442562219,2021-05-19
-0.1996156054,2021-05-24
-0.1916818642,2021-05-24
-0.2294441751,2021-05-24
-0.1975881762,2021-05-24
-0.1787361342,2021-05-29
-0.1744290721,2021-05-29
-0.2012764675,2021-05-29
-0.1739307476,2021-05-29
-0.1819629315,2021-06-03
-0.1701653145,2021-06-03
-0.1970343835,2021-06-03
-0.1644535506,2021-06-03
-0.1900252741,2021-06-08
-0.1878708511,2021-06-08
-0.2021853341,2021-06-08
-0.182322039,2021-06-08
-0.08859689968,2021-06-13
-0.1634048239,2021-06-13
-0.1598968947,2021-06-13
-0.1732083206,2021-06-13
-0.1239487932,2021-06-18
-0.1405561304,2021-06-18
-0.0987757219,2021-06-18
-0.116150169,2021-06-18
-0.230599125,2021-06-23
-0.231003265,2021-06-23
-0.2176364023,2021-06-23
-0.2257434006,2021-06-23
-0.1838448818,2021-06-28
-0.1648763722,2021-06-28
-0.1496580975,2021-06-28
-0.154278164,2021-06-28
-0.1206471595,2021-07-03
-0.1230726348,2021-07-03
-0.08963542957,2021-07-03
-0.1127974712,2021-07-03
-0.2077523362,2021-07-08
-0.2035423157,2021-07-08
-0.2040635343,2021-07-08
-0.1988110472,2021-07-08
-0.02181966194,2021-07-13
-0.02202520801,2021-07-13
-0.02421987285,2021-07-13
-0.02329896832,2021-07-13
-0.05314749482,2021-07-18
-0.05243081872,2021-07-18
-0.0471602585,2021-07-18
-0.04896844878,2021-07-18
-0.03016453815,2021-07-23
-0.05063010663,2021-07-23
-0.03808498385,2021-07-23
-0.07286563346,2021-07-23
-0.01138074101,2021-07-28
-0.01116729057,2021-07-28
-0.01521421307,2021-07-28
-0.01042025242,2021-07-28
-0.001416937384,2021-08-02
-0.008815076453,2021-08-02
-0.007892511618,2021-08-02
-0.0010746491,2021-08-02
-0.03703000705,2021-08-07
-0.02344338421,2021-08-07
-0.02520717198,2021-08-07
-0.02240273184,2021-08-07
-0.2390471627,2021-08-12
-0.2689466126,2021-08-12
-0.2503050807,2021-08-12
-0.2646720852,2021-08-12
-0.2164383184,2021-08-17
-0.2756879487,2021-08-17
-0.2182464371,2021-08-17
-0.2516257923,2021-08-17
-0.0274708807,2021-08-22
-0.04356026941,2021-08-22
-0.02287907576,2021-08-22
-0.02383675007,2021-08-22
-0.2417749131,2021-08-27
-0.2926305729,2021-08-27
-0.2510174046,2021-08-27
-0.2833639657,2021-08-27
-0.009202367077,2021-09-01
-0.006428563411,2021-09-01
-0.01209481852,2021-09-01
-0.005758842125,2021-09-01
-0.08739013469,2021-09-06
-0.06247472915,2021-09-06
-0.05219231368,2021-09-06
-0.08154317533,2021-09-06
-0.007050017322,2021-09-11
-0.01276393724,2021-09-11
-0.009441170523,2021-09-11
-0.01264662397,2021-09-11
-0.00131253897,2021-09-16
0.005625007621,2021-09-16
-0.006607380933,2021-09-16
0.008811841727,2021-09-16
-0.1120602935,2021-09-21
-0.1584358557,2021-09-21
-0.1338861387,2021-09-21
-0.1067965373,2021-09-21
-0.04299299216,2021-09-26
-0.0935481695,2021-09-26
-0.03199379508,2021-09-26
-0.08589266861,2021-09-26
-0.1002037543,2021-10-01
-0.1252311592,2021-10-01
-0.09277678499,2021-10-01
-0.1267535493,2021-10-01
-0.1752822352,2021-10-06
-0.24460495,2021-10-06
-0.1667894912,2021-10-06
-0.2107748595,2021-10-06
-0.2406528427,2021-10-11
-0.2777449309,2021-10-11
-0.2634858492,2021-10-11
-0.263747398,2021-10-11
-0.1686870597,2021-10-16
-0.2093050846,2021-10-16
-0.1782376068,2021-10-16
-0.1916779672,2021-10-16
-0.2513803222,2021-10-21
-0.280122232,2021-10-21
-0.277393571,2021-10-21
-0.2683214576,2021-10-21
-0.2242736151,2021-10-26
-0.2527659857,2021-10-26
-0.2529446255,2021-10-26
-0.2429232426,2021-10-26
-0.1919811902,2021-10-31
-0.1851212439,2021-10-31
-0.2029776269,2021-10-31
-0.1757920202,2021-10-31
-0.04554063703,2021-11-05
-0.03737441587,2021-11-05
-0.04273436743,2021-11-05
-0.03252170912,2021-11-05
-0.1159724884,2021-11-10
-0.1082056689,2021-11-10
-0.1198335599,2021-11-10
-0.1050114685,2021-11-10
-0.1110105932,2021-11-15
-0.07916628238,2021-11-15
-0.1073843083,2021-11-15
-0.07803072199,2021-11-15
-0.0853507813,2021-11-20
-0.05399818085,2021-11-20
-0.05499609453,2021-11-20
-0.05580135146,2021-11-20
-0.1550697834,2021-11-25
-0.09766224021,2021-11-25
-0.1222439928,2021-11-25
-0.1027319022,2021-11-25
-0.1530276694,2021-11-30
-0.1175551811,2021-11-30
-0.1331280453,2021-11-30
-0.1252151411,2021-11-30
-0.05719311043,2021-12-05
-0.1294318349,2021-12-05
-0.03367617379,2021-12-05
-0.1439916716,2021-12-05
-0.1691578724,2021-12-10
-0.1481647016,2021-12-10
-0.1315888669,2021-12-10
-0.1649629484,2021-12-10
-0.1610002367,2021-12-15
-0.172409728,2021-12-15
-0.1182644476,2021-12-15
-0.193582269,2021-12-15
-0.2271435411,2021-12-20
-0.2055931355,2021-12-20
-0.1792789572,2021-12-20
-0.2231770664,2021-12-20
-0.1060347881,2021-12-25
-0.07345736153,2021-12-25
-0.05663284621,2021-12-25
-0.09156551533,2021-12-25
-0.2152241954,2021-12-30
-0.253904773,2021-12-30
-0.170017096,2021-12-30
-0.2680891636,2021-12-30
-0.02283192023,2022-01-09
-0.02906342413,2022-01-09
-0.01116714562,2022-01-09
-0.03091318148,2022-01-09
-0.03704964678,2022-01-14
-0.04967713187,2022-01-14
-0.0301980205,2022-01-14
-0.05524671286,2022-01-14
-0.07434869328,2022-01-24
-0.06410489764,2022-01-24
-0.03620622767,2022-01-24
-0.05466173694,2022-01-24
-0.1619202461,2022-01-29
-0.196785919,2022-01-29
-0.1113837088,2022-01-29
-0.2071797574,2022-01-29
-0.0474416046,2022-02-03
-0.06016553622,2022-02-03
-0.03632755777,2022-02-03
-0.04575004937,2022-02-03
-0.1070098785,2022-02-08
-0.1435471021,2022-02-08
-0.06616811613,2022-02-08
-0.1528173503,2022-02-08
-0.1690582336,2022-02-13
-0.2177525751,2022-02-13
-0.1184625097,2022-02-13
-0.2150724968,2022-02-13
-0.1671708452,2022-02-18
-0.2259351465,2022-02-18
-0.1176214986,2022-02-18
-0.2309792402,2022-02-18
-0.08799573978,2022-02-23
-0.1098243464,2022-02-23
-0.05663170979,2022-02-23
-0.1114070493,2022-02-23
-0.1918050228,2022-02-28
-0.2563217699,2022-02-28
-0.1519062285,2022-02-28
-0.2583932845,2022-02-28
-0.1782567162,2022-03-05
-0.2424967208,2022-03-05
-0.1455124553,2022-03-05
-0.2433404746,2022-03-05
-0.1321201284,2022-03-10
-0.1819917524,2022-03-10
-0.12582136,2022-03-10
-0.2005783961,2022-03-10
-0.1425682591,2022-03-15
-0.1904236757,2022-03-15
-0.1202999724,2022-03-15
-0.1863702293,2022-03-15
-0.1405388968,2022-03-20
-0.1837354039,2022-03-20
-0.1257803652,2022-03-20
-0.1725864882,2022-03-20
-0.1420163061,2022-03-25
-0.1730176857,2022-03-25
-0.1370689377,2022-03-25
-0.1719031405,2022-03-25
-0.1430323062,2022-03-30
-0.1595446012,2022-03-30
-0.1405635792,2022-03-30
-0.1576824922,2022-03-30
-0.1444236764,2022-04-04
-0.1527047117,2022-04-04
-0.1476528102,2022-04-04
-0.153515686,2022-04-04
-0.1383554007,2022-04-09
-0.1440954072,2022-04-09
-0.1412114555,2022-04-09
-0.1448177731,2022-04-09
-0.1285552218,2022-04-14
-0.1391687612,2022-04-14
-0.1251230629,2022-04-14
-0.1373483431,2022-04-14
-0.1268076519,2022-04-19
-0.137560784,2022-04-19
-0.1269041356,2022-04-19
-0.137065527,2022-04-19
-0.1423125353,2022-04-24
-0.153255748,2022-04-24
-0.1405450232,2022-04-24
-0.1533448834,2022-04-24
-0.1291473344,2022-04-29
-0.1274423144,2022-04-29
-0.1320615587,2022-04-29
-0.1296876547,2022-04-29
-0.07898058448,2022-05-04
-0.07559416591,2022-05-04
-0.07197980619,2022-05-04
-0.07640276595,2022-05-04
-0.1035621536,2022-05-09
-0.09686874937,2022-05-09
-0.1085124133,2022-05-09
-0.09929845121,2022-05-09
-0.136442289,2022-05-14
-0.1359672525,2022-05-14
-0.1418256466,2022-05-14
-0.1390528461,2022-05-14
-0.1015440045,2022-05-19
-0.0839369086,2022-05-19
-0.1034851303,2022-05-19
-0.08619829267,2022-05-19
-0.1187122228,2022-05-24
-0.09087969423,2022-05-24
-0.114981032,2022-05-24
-0.09421419107,2022-05-24
-0.1256872284,2022-05-29
-0.1255049563,2022-05-29
-0.1345902504,2022-05-29
-0.1257281372,2022-05-29
-0.1518891363,2022-06-03
-0.1562447751,2022-06-03
-0.1632861571,2022-06-03
-0.1569003623,2022-06-03
-0.1183986687,2022-06-08
-0.1177253639,2022-06-08
-0.1244323653,2022-06-08
-0.118854923,2022-06-08
-0.05611991891,2022-06-13
-0.08784113122,2022-06-13
-0.05106447253,2022-06-13
-0.07434174703,2022-06-13
-0.04901834595,2022-06-18
-0.04627842904,2022-06-18
-0.04462321704,2022-06-18
-0.04565931664,2022-06-18
-0.1389337402,2022-06-23
-0.1402883752,2022-06-23
-0.1541284553,2022-06-23
-0.151145401,2022-06-23
-0.08546261592,2022-06-28
-0.07734702605,2022-06-28
-0.08420116702,2022-06-28
-0.07571207358,2022-06-28
-0.09893746144,2022-07-03
-0.06636831635,2022-07-03
-0.1047995865,2022-07-03
-0.07559424194,2022-07-03
-0.1449362976,2022-07-08
-0.1525408216,2022-07-08
-0.1441935453,2022-07-08
-0.1540569951,2022-07-08
-0.09870985555,2022-07-13
-0.1142549814,2022-07-13
-0.1070487457,2022-07-13
-0.107700312,2022-07-13
-0.07338013786,2022-07-18
-0.111908726,2022-07-18
-0.09433789097,2022-07-18
-0.1138137081,2022-07-18
-0.04543289413,2022-07-23
-0.05313447169,2022-07-23
-0.03347409111,2022-07-23
-0.0611586726,2022-07-23
-0.0661821348,2022-07-28
-0.06336006841,2022-07-28
-0.04027444044,2022-07-28
-0.04897046153,2022-07-28
-0.1399181415,2022-08-02
-0.1606287381,2022-08-02
-0.1295171269,2022-08-02
-0.1393076535,2022-08-02
-0.01484711037,2022-08-07
-0.0180364481,2022-08-07
-0.01555985377,2022-08-07
-0.01818301945,2022-08-07
-0.1552125062,2022-08-12
-0.2271378018,2022-08-12
-0.1545358114,2022-08-12
-0.2162365347,2022-08-12
-0.1212615171,2022-08-17
-0.1973244331,2022-08-17
-0.1286544377,2022-08-17
-0.1917400532,2022-08-17
-0.09450965556,2022-08-22
-0.1646345772,2022-08-22
-0.09013887908,2022-08-22
-0.1604131946,2022-08-22
-0.1563599417,2022-08-27
-0.213122765,2022-08-27
-0.1536976552,2022-08-27
-0.1825316094,2022-08-27
-0.1256544386,2022-09-01
-0.1892102235,2022-09-01
-0.1201133575,2022-09-01
-0.1775637152,2022-09-01
-0.1281495766,2022-09-06
-0.184545534,2022-09-06
-0.1304430305,2022-09-06
-0.1661339145,2022-09-06
-0.1172327769,2022-09-11
-0.1905528121,2022-09-11
-0.1090014491,2022-09-11
-0.1875971585,2022-09-11
-0.009166974703,2022-09-16
0.008634937174,2022-09-16
0.01182771758,2022-09-16
0.008580893807,2022-09-16
-0.09387251435,2022-09-21
-0.1810857889,2022-09-21
-0.07588773714,2022-09-21
-0.1554185829,2022-09-21
-0.06095813768,2022-09-26
-0.1477458602,2022-09-26
-0.06930562614,2022-09-26
-0.1512079931,2022-09-26
-0.1422466208,2022-10-01
-0.187489231,2022-10-01
-0.1363899486,2022-10-01
-0.1776397352,2022-10-01
-0.1273005409,2022-10-06
-0.1849467961,2022-10-06
-0.107784321,2022-10-06
-0.1743420705,2022-10-06
-0.07919145325,2022-10-11
-0.04963198896,2022-10-11
-0.06621337554,2022-10-11
-0.06004008549,2022-10-11
-0.1441392689,2022-10-16
-0.1831825098,2022-10-16
-0.1397900659,2022-10-16
-0.16712527,2022-10-16
-0.1412711057,2022-10-21
-0.1550147181,2022-10-21
-0.1380908948,2022-10-21
-0.1445233339,2022-10-21
-0.09992783434,2022-10-26
-0.1043773639,2022-10-26
-0.0974148061,2022-10-26
-0.09684327007,2022-10-26
-0.03685419353,2022-10-31
-0.0356793637,2022-10-31
-0.04475644033,2022-10-31
-0.03461131269,2022-10-31
-0.04150808173,2022-11-05
-0.02678739731,2022-11-05
-0.04101969203,2022-11-05
-0.02488442687,2022-11-05
-0.04870962533,2022-11-10
-0.0273205099,2022-11-10
-0.04871801557,2022-11-10
-0.0257521252,2022-11-10
-0.07286631792,2022-11-15
-0.031369787,2022-11-15
-0.06588217693,2022-11-15
-0.02159664992,2022-11-15
-0.1058115943,2022-11-20
-0.0881087768,2022-11-20
-0.100768159,2022-11-20
-0.09134013573,2022-11-20
-0.1223175848,2022-11-25
-0.1019453615,2022-11-25
-0.1073382262,2022-11-25
-0.1017024377,2022-11-25
-0.09195254352,2022-11-30
-0.07538857526,2022-11-30
-0.06859226241,2022-11-30
-0.07375763845,2022-11-30
-0.1158642347,2022-12-05
-0.09845143995,2022-12-05
-0.08736589219,2022-12-05
-0.1057024994,2022-12-05
-0.1216578067,2022-12-10
-0.1040764339,2022-12-10
-0.08171693502,2022-12-10
-0.109130128,2022-12-10
-0.1520887871,2022-12-15
-0.142485819,2022-12-15
-0.1095117035,2022-12-15
-0.1486226595,2022-12-15
-0.07001088148,2022-12-20
-0.05339905463,2022-12-20
-0.07092935323,2022-12-20
-0.06367459738,2022-12-20
-0.0510424453,2022-12-25
-0.05148589833,2022-12-25
-0.04747924871,2022-12-25
-0.06248144072,2022-12-25
-0.05709643462,2022-12-30
-0.05133531604,2022-12-30
-0.03235403883,2022-12-30
-0.05487057644,2022-12-30
