DOM,date
1.078517875,2021-09-26
1.073885788,2021-09-26
1.082021417,2021-09-26
1.110210401,2021-10-01
1.111485045,2021-10-01
1.120337186,2021-10-01
1.110745303,2021-10-01
1.094534035,2021-10-06
1.093956773,2021-10-06
1.117952546,2021-10-06
1.090095121,2021-10-06
1.063899482,2021-10-11
1.064959826,2021-10-11
1.087433596,2021-10-11
1.058407424,2021-10-11
1.107242874,2021-10-16
1.098894555,2021-10-16
1.129532015,2021-10-16
1.098839193,2021-10-16
1.055929385,2021-10-21
1.049303759,2021-10-21
1.087087169,2021-10-21
1.048605131,2021-10-21
1.082080928,2021-10-26
1.064100012,2021-10-26
1.111902016,2021-10-26
1.062187789,2021-10-26
1.100396154,2021-10-31
1.103622145,2021-10-31
1.132225207,2021-10-31
1.103676711,2021-10-31
1.119283135,2021-11-05
1.124518713,2021-11-05
1.128437405,2021-11-05
1.124481388,2021-11-05
1.128641163,2021-11-10
1.129123969,2021-11-10
1.144437031,2021-11-10
1.127722311,2021-11-10
1.135059572,2021-11-15
1.13201313,2021-11-15
1.149729083,2021-11-15
1.131450967,2021-11-15
1.124097883,2021-11-20
1.11484178,2021-11-20
1.125412881,2021-11-20
1.106529981,2021-11-20
1.127413224,2021-11-25
1.129060427,2021-11-25
1.148394588,2021-11-25
1.127642291,2021-11-25
1.123518248,2021-11-30
1.12692918,2021-11-30
1.141417889,2021-11-30
1.124663118,2021-11-30
1.136746835,2021-12-05
1.147175882,2021-12-05
1.153406054,2021-12-05
1.145473515,2021-12-05
1.153514684,2021-12-10
1.148989592,2021-12-10
1.178478152,2021-12-10
1.147425729,2021-12-10
1.153880709,2021-12-15
1.144459294,2021-12-15
1.176335517,2021-12-15
1.142025466,2021-12-15
1.137515845,2021-12-20
1.137448995,2021-12-20
1.172328117,2021-12-20
1.136546135,2021-12-20
1.146256725,2021-12-25
1.145954185,2021-12-25
1.16054789,2021-12-25
1.145846373,2021-12-25
1.152404106,2021-12-30
1.137719555,2021-12-30
1.176344078,2021-12-30
1.140171313,2021-12-30
1.079798815,2022-01-09
1.073582814,2022-01-09
1.076033286,2022-01-09
1.071302903,2022-01-09
1.078950373,2022-01-14
1.055254558,2022-01-14
1.093620556,2022-01-14
1.057060326,2022-01-14
1.113151949,2022-01-24
1.070434529,2022-01-24
1.110976212,2022-01-24
1.069083383,2022-01-24
1.068523799,2022-01-29
1.070324407,2022-01-29
1.082668295,2022-01-29
1.069810538,2022-01-29
1.041891177,2022-02-03
1.051996791,2022-02-03
1.037310016,2022-02-03
1.042707064,2022-02-03
1.07691367,2022-02-08
1.078796151,2022-02-08
1.083589809,2022-02-08
1.078848446,2022-02-08
1.063634461,2022-02-13
1.063193885,2022-02-13
1.073147161,2022-02-13
1.067305136,2022-02-13
1.063062689,2022-02-18
1.061779723,2022-02-18
1.071267871,2022-02-18
1.062059405,2022-02-18
1.069780742,2022-02-23
1.067716842,2022-02-23
1.069229974,2022-02-23
1.067731952,2022-02-23
1.046607524,2022-02-28
1.047404367,2022-02-28
1.055018827,2022-02-28
1.04716145,2022-02-28
1.044765116,2022-03-05
1.047042726,2022-03-05
1.052625478,2022-03-05
1.045985217,2022-03-05
1.059125495,2022-03-10
1.058904132,2022-03-10
1.05900364,2022-03-10
1.05438952,2022-03-10
1.044642352,2022-03-15
1.052239526,2022-03-15
1.052942015,2022-03-15
1.052035793,2022-03-15
1.043330492,2022-03-20
1.049268219,2022-03-20
1.052707169,2022-03-20
1.051739595,2022-03-20
1.031122055,2022-03-25
1.0347678,2022-03-25
1.038352366,2022-03-25
1.032780256,2022-03-25
1.024098487,2022-03-30
1.029282531,2022-03-30
1.032015544,2022-03-30
1.028968741,2022-03-30
1.019559963,2022-04-04
1.024033904,2022-04-04
1.027493382,2022-04-04
1.023191356,2022-04-04
1.017591717,2022-04-09
1.022850089,2022-04-09
1.027395131,2022-04-09
1.023109954,2022-04-09
1.0169563,2022-04-14
1.014324381,2022-04-14
1.029450218,2022-04-14
1.015964213,2022-04-14
1.009529024,2022-04-19
1.003563572,2022-04-19
1.023046159,2022-04-19
1.006428625,2022-04-19
1.006452037,2022-04-24
0.9956933829,2022-04-24
1.021820836,2022-04-24
0.998388803,2022-04-24
1.005087286,2022-04-29
1.003856939,2022-04-29
1.016678664,2022-04-29
1.005720324,2022-04-29
1.026203292,2022-05-04
1.030292877,2022-05-04
1.040485481,2022-05-04
1.032504391,2022-05-04
1.022703763,2022-05-09
1.027023666,2022-05-09
1.03605897,2022-05-09
1.028727388,2022-05-09
1.005586516,2022-05-14
1.001950894,2022-05-14
1.019384039,2022-05-14
1.003514805,2022-05-14
1.012371353,2022-05-19
1.02305227,2022-05-19
1.024872876,2022-05-19
1.024985366,2022-05-19
1.024747921,2022-05-24
1.038624016,2022-05-24
1.036092381,2022-05-24
1.039268179,2022-05-24
0.9964586412,2022-05-29
0.9980412056,2022-05-29
1.011493641,2022-05-29
1.002707102,2022-05-29
0.993052584,2022-06-03
0.9871976513,2022-06-03
1.006594084,2022-06-03
0.9885193841,2022-06-03
0.9934803411,2022-06-08
0.9898256597,2022-06-08
1.004074886,2022-06-08
0.9906769203,2022-06-08
1.024947965,2022-06-13
1.005473669,2022-06-13
1.029364759,2022-06-13
1.014808134,2022-06-13
1.038068632,2022-06-18
1.036948252,2022-06-18
1.042317987,2022-06-18
1.036895249,2022-06-18
1.001054031,2022-06-23
1.001352646,2022-06-23
1.011041051,2022-06-23
0.9970930637,2022-06-23
1.042493803,2022-06-28
1.050320902,2022-06-28
1.056702899,2022-06-28
1.053725167,2022-06-28
1.028451654,2022-07-03
1.044745601,2022-07-03
1.039297183,2022-07-03
1.043044001,2022-07-03
1.014919028,2022-07-08
1.015119545,2022-07-08
1.031339674,2022-07-08
1.012205302,2022-07-08
1.040888105,2022-07-13
1.045882997,2022-07-13
1.04093708,2022-07-13
1.047436575,2022-07-13
1.048515536,2022-07-18
1.047295286,2022-07-18
1.053021812,2022-07-18
1.045656184,2022-07-18
1.05136607,2022-07-23
1.054272571,2022-07-23
1.054086808,2022-07-23
1.05113395,2022-07-23
1.045455043,2022-07-28
1.045279741,2022-07-28
1.047787458,2022-07-28
1.049964836,2022-07-28
1.030393353,2022-08-02
1.034597073,2022-08-02
1.043703628,2022-08-02
1.039468204,2022-08-02
1.042213683,2022-08-07
1.042321923,2022-08-07
1.042264684,2022-08-07
1.042387106,2022-08-07
1.021962122,2022-08-12
1.008120059,2022-08-12
1.03006462,2022-08-12
1.003722086,2022-08-12
1.033371795,2022-08-17
1.027051218,2022-08-17
1.041297686,2022-08-17
1.024778128,2022-08-17
1.048692746,2022-08-22
1.045137348,2022-08-22
1.053933187,2022-08-22
1.041362867,2022-08-22
1.021981581,2022-08-27
1.026123139,2022-08-27
1.035615057,2022-08-27
1.028035109,2022-08-27
1.04156133,2022-09-01
1.044447075,2022-09-01
1.054049643,2022-09-01
1.042812767,2022-09-01
1.039087484,2022-09-06
1.03865876,2022-09-06
1.049550019,2022-09-06
1.039523704,2022-09-06
1.047706258,2022-09-11
1.042719091,2022-09-11
1.058025471,2022-09-11
1.037326717,2022-09-11
1.045884227,2022-09-16
1.050487878,2022-09-16
1.044963715,2022-09-16
1.050079291,2022-09-16
1.056663757,2022-09-21
1.049725125,2022-09-21
1.058950143,2022-09-21
1.047590029,2022-09-21
1.062195543,2022-09-26
1.06049474,2022-09-26
1.067850722,2022-09-26
1.060382519,2022-09-26
1.048230172,2022-10-01
1.051001579,2022-10-01
1.064704514,2022-10-01
1.048863967,2022-10-01
1.037772547,2022-10-06
1.035017451,2022-10-06
1.052042575,2022-10-06
1.036104813,2022-10-06
1.066900524,2022-10-11
1.069018849,2022-10-11
1.074453418,2022-10-11
1.082235233,2022-10-11
1.051435687,2022-10-16
1.044261728,2022-10-16
1.070124056,2022-10-16
1.049016066,2022-10-16
1.04856639,2022-10-21
1.048588048,2022-10-21
1.064755418,2022-10-21
1.050831029,2022-10-21
1.071736427,2022-10-26
1.072381996,2022-10-26
1.084255081,2022-10-26
1.074092269,2022-10-26
1.077138144,2022-10-31
1.078608622,2022-10-31
1.084165133,2022-10-31
1.079417124,2022-10-31
1.078608691,2022-11-05
1.080632378,2022-11-05
1.0863245,2022-11-05
1.081939404,2022-11-05
1.083225756,2022-11-10
1.095796547,2022-11-10
1.094052525,2022-11-10
1.088270548,2022-11-10
1.077424578,2022-11-15
1.094512875,2022-11-15
1.085046037,2022-11-15
1.100187229,2022-11-15
1.074180377,2022-11-20
1.07127572,2022-11-20
1.085806141,2022-11-20
1.070394104,2022-11-20
1.066633653,2022-11-25
1.066683506,2022-11-25
1.079981856,2022-11-25
1.067665143,2022-11-25
1.07982311,2022-11-30
1.077210988,2022-11-30
1.089972367,2022-11-30
1.078039556,2022-11-30
1.07854353,2022-12-05
1.077703023,2022-12-05
1.089781534,2022-12-05
1.076591892,2022-12-05
1.075064658,2022-12-10
1.074432982,2022-12-10
1.088881965,2022-12-10
1.074221383,2022-12-10
1.064152935,2022-12-15
1.061994424,2022-12-15
1.080052393,2022-12-15
1.061971227,2022-12-15
1.064667283,2022-12-20
1.063964815,2022-12-20
1.083046661,2022-12-20
1.067989737,2022-12-20
1.061101246,2022-12-25
1.067557892,2022-12-25
1.087447357,2022-12-25
1.074728567,2022-12-25
1.079407906,2022-12-30
1.065112086,2022-12-30
1.088279581,2022-12-30
1.062356665,2022-12-30
