Turbidity,date
0.05633009505,2021-04-19
0.04730996497,2021-04-24
0.06737449047,2021-04-24
0.01474767147,2021-04-24
0.05990304526,2021-04-24
0.03138843306,2021-04-29
0.039810342,2021-04-29
0.007497488301,2021-04-29
0.03815138519,2021-04-29
0.03514276844,2021-05-04
0.02247973873,2021-05-04
0.01137050674,2021-05-04
0.0226010256,2021-05-04
0.02489198722,2021-05-09
0.02600453509,2021-05-09
-5.46E-04,2021-05-09
0.0217754004,2021-05-09
0.02741489009,2021-05-14
0.02178667384,2021-05-14
0.004868404439,2021-05-14
0.01662868002,2021-05-14
0.01751063689,2021-05-19
0.01763144396,2021-05-19
0.01772151764,2021-05-19
0.0178781151,2021-05-19
4.74E-05,2021-05-24
-0.00434883326,2021-05-24
-0.01456416668,2021-05-24
-0.008592247483,2021-05-24
0.01130716498,2021-05-29
0.01389107364,2021-05-29
-0.01233902582,2021-05-29
0.01096916062,2021-05-29
-2.54E-04,2021-06-03
-0.003694207937,2021-06-03
-0.02608104594,2021-06-03
-0.007206142267,2021-06-03
0.004379604681,2021-06-08
0.004983268191,2021-06-08
-0.01597566688,2021-06-08
0.003149532622,2021-06-08
0.007517655539,2021-06-13
-0.01041370011,2021-06-13
-0.01850791809,2021-06-13
-0.01688339596,2021-06-13
-0.01160803758,2021-06-18
-0.01617992765,2021-06-18
-0.01533993788,2021-06-18
-0.01323714079,2021-06-18
-0.003398049466,2021-06-23
-0.006404187526,2021-06-23
-0.01754012303,2021-06-23
-0.01028938441,2021-06-23
-0.01241474112,2021-06-28
-0.01460720399,2021-06-28
-0.0219133932,2021-06-28
-0.01596516446,2021-06-28
0.00667359452,2021-07-03
0.005887408813,2021-07-03
0.007769337034,2021-07-03
0.004499257083,2021-07-03
0.005154528988,2021-07-08
-0.003375377035,2021-07-08
-0.009116217426,2021-07-08
-0.003813130948,2021-07-08
0.01690700113,2021-07-13
0.01683386248,2021-07-13
0.01607221059,2021-07-13
0.01743918722,2021-07-13
-0.004098338593,2021-07-18
-0.008579667469,2021-07-18
-0.003492553444,2021-07-18
-0.007483208713,2021-07-18
-0.006140959566,2021-07-23
-0.03021236164,2021-07-23
-0.003636425539,2021-07-23
-0.03534890661,2021-07-23
0.01613800381,2021-07-28
0.01629125849,2021-07-28
0.01674150738,2021-07-28
0.01581614528,2021-07-28
0.01429137177,2021-08-02
0.01746879876,2021-08-02
0.01675971976,2021-08-02
0.01967367657,2021-08-02
-0.002300599619,2021-08-07
0.008196314472,2021-08-07
0.01432868488,2021-08-07
0.01401680353,2021-08-07
-0.04946284677,2021-08-12
-0.06687649112,2021-08-12
-0.04948647588,2021-08-12
-0.06199379784,2021-08-12
-0.03326564718,2021-08-17
-0.0622895487,2021-08-17
-0.04274588338,2021-08-17
-0.05351867618,2021-08-17
-0.002510313997,2021-08-22
-0.006041918367,2021-08-22
-0.002250293427,2021-08-22
-0.004956497924,2021-08-22
-0.04173845605,2021-08-27
-0.07224705474,2021-08-27
-0.05156928526,2021-08-27
-0.06816617385,2021-08-27
0.01621407074,2021-09-01
0.01673729532,2021-09-01
0.01713744444,2021-09-01
0.01661821112,2021-09-01
-0.03752833941,2021-09-06
-0.006426869323,2021-09-06
-0.01910125806,2021-09-06
-0.02527109584,2021-09-06
0.01801632781,2021-09-11
0.0180883346,2021-09-11
0.01796756544,2021-09-11
0.01819308033,2021-09-11
0.01789136208,2021-09-16
0.0164287528,2021-09-16
0.01740286152,2021-09-16
0.01250070255,2021-09-16
-0.04895194836,2021-09-21
-0.05095697671,2021-09-21
-0.05557150526,2021-09-21
-0.029872845,2021-09-21
-0.01569219506,2021-09-26
-0.02460253628,2021-09-26
-0.004321237644,2021-09-26
-0.02572721695,2021-09-26
-0.04317317605,2021-10-01
-0.0436293061,2021-10-01
-0.04237190838,2021-10-01
-0.04338880666,2021-10-01
-0.05459313232,2021-10-06
-0.07299367868,2021-10-06
-0.06252649582,2021-10-06
-0.06034933602,2021-10-06
-0.04277717641,2021-10-11
-0.05469353317,2021-10-11
-0.0601809023,2021-10-11
-0.04633285444,2021-10-11
-0.04371537478,2021-10-16
-0.0487063527,2021-10-16
-0.06002317249,2021-10-16
-0.04329930758,2021-10-16
-0.03853808194,2021-10-21
-0.04173310638,2021-10-21
-0.06139918555,2021-10-21
-0.04034429746,2021-10-21
-0.04138841045,2021-10-26
-0.03353988365,2021-10-26
-0.06361828409,2021-10-26
-0.03493273043,2021-10-26
-0.0348624212,2021-10-31
-0.02559547256,2021-10-31
-0.05371198182,2021-10-31
-0.02701688051,2021-10-31
-0.03620724621,2021-11-05
-0.03282963234,2021-11-05
-0.04090290778,2021-11-05
-0.03441406041,2021-11-05
-0.04119863032,2021-11-10
-0.02811231934,2021-11-10
-0.04857228701,2021-11-10
-0.03062576424,2021-11-10
-0.04368315319,2021-11-15
-0.02777374671,2021-11-15
-0.0479286403,2021-11-15
-0.03125169069,2021-11-15
-0.02729874989,2021-11-20
-0.006075518193,2021-11-20
-0.01842092314,2021-11-20
-0.00389395789,2021-11-20
-0.04412787904,2021-11-25
-0.02159726395,2021-11-25
-0.04332245117,2021-11-25
-0.02709680122,2021-11-25
-0.03712368171,2021-11-30
-0.02209843593,2021-11-30
-0.03581669868,2021-11-30
-0.02730192107,2021-11-30
-0.02179259374,2021-12-05
-0.0402406351,2021-12-05
-0.02613318474,2021-12-05
-0.05129108405,2021-12-05
-0.06348161684,2021-12-10
-0.04572799737,2021-12-10
-0.05861781992,2021-12-10
-0.05657876035,2021-12-10
-0.05763777145,2021-12-15
-0.04885098367,2021-12-15
-0.05221531745,2021-12-15
-0.06168517286,2021-12-15
-0.06933558972,2021-12-20
-0.05667331594,2021-12-20
-0.05773635215,2021-12-20
-0.06826077951,2021-12-20
-0.04813811369,2021-12-25
-0.04201153008,2021-12-25
-0.04066785545,2021-12-25
-0.04831542778,2021-12-25
-0.06705930325,2021-12-30
-0.07249690982,2021-12-30
-0.05495364174,2021-12-30
-0.08189557373,2021-12-30
0.02000025375,2022-01-09
0.02466223571,2022-01-09
0.02402884239,2022-01-09
0.02608138998,2022-01-09
0.02238506331,2022-01-14
0.03937219839,2022-01-14
0.01410206599,2022-01-14
0.0378533706,2022-01-14
-0.01051708684,2022-01-24
0.02121476902,2022-01-24
0.003376835949,2022-01-24
0.02466926768,2022-01-24
-0.0444847657,2022-01-29
-0.0539378697,2022-01-29
-0.03047389715,2022-01-29
-0.05625813093,2022-01-29
0.02384512164,2022-02-03
0.01309441132,2022-02-03
0.03105236239,2022-02-03
0.02564813865,2022-02-03
-0.03258622059,2022-02-08
-0.04060784311,2022-02-08
-0.02437681344,2022-02-08
-0.04233025496,2022-02-08
-0.03283840103,2022-02-13
-0.04694942939,2022-02-13
-0.02312334587,2022-02-13
-0.04682182071,2022-02-13
-0.03000540412,2022-02-18
-0.04390309562,2022-02-18
-0.0216594658,2022-02-18
-0.04533203236,2022-02-18
-0.01575528709,2022-02-23
-0.01729739624,2022-02-23
-0.01110633168,2022-02-23
-0.01812541159,2022-02-23
-0.02724067596,2022-02-28
-0.04379249045,2022-02-28
-0.02306935977,2022-02-28
-0.04491519079,2022-02-28
-0.02584063949,2022-03-05
-0.04326321766,2022-03-05
-0.0235585306,2022-03-05
-0.04436033429,2022-03-05
-0.01658131635,2022-03-10
-0.02635692574,2022-03-10
-0.01627358824,2022-03-10
-0.02965229009,2022-03-10
-0.01975482681,2022-03-15
-0.03652414744,2022-03-15
-0.02011222206,2022-03-15
-0.03741842325,2022-03-15
-0.0119470428,2022-03-20
-0.02883228561,2022-03-20
-0.01491941161,2022-03-20
-0.02983613723,2022-03-20
-0.007161330417,2022-03-25
-0.0206762444,2022-03-25
-0.01269641843,2022-03-25
-0.02097275404,2022-03-25
0.002521348199,2022-03-30
-0.004241797185,2022-03-30
-0.00694132334,2022-03-30
-0.004125008077,2022-03-30
0.01004275589,2022-04-04
0.01032135749,2022-04-04
-0.002869657901,2022-04-04
0.009535204708,2022-04-04
0.01483884411,2022-04-09
0.01941248511,2022-04-09
-8.24E-04,2022-04-09
0.01773990399,2022-04-09
0.01837549108,2022-04-14
0.02855607634,2022-04-14
0.001649516115,2022-04-14
0.02534189642,2022-04-14
0.02032342663,2022-04-19
0.03268669742,2022-04-19
0.003139537612,2022-04-19
0.02885180069,2022-04-19
0.0215826805,2022-04-24
0.03511371643,2022-04-24
0.003438146583,2022-04-24
0.03086613204,2022-04-24
0.02056715667,2022-04-29
0.02805307677,2022-04-29
0.004942422878,2022-04-29
0.02523622086,2022-04-29
0.01432056721,2022-05-04
0.01601318616,2022-05-04
8.67E-04,2022-05-04
0.01340134317,2022-05-04
0.01173846806,2022-05-09
0.01242665665,2022-05-09
-0.002064868834,2022-05-09
0.01023982647,2022-05-09
0.01845073017,2022-05-14
0.02113671039,2022-05-14
0.002704582755,2022-05-14
0.01735071019,2022-05-14
0.01484629393,2022-05-19
0.01277593654,2022-05-19
0.002070855201,2022-05-19
0.0102546195,2022-05-19
0.002385778002,2022-05-24
0.001688683995,2022-05-24
-0.006453350664,2022-05-24
-0.001285652389,2022-05-24
0.01190163406,2022-05-29
0.01411268446,2022-05-29
-4.79E-04,2022-05-29
0.01070434765,2022-05-29
0.01300313148,2022-06-03
0.01245591829,2022-06-03
-0.003248748688,2022-06-03
0.009695084136,2022-06-03
0.01539972102,2022-06-08
0.01605366896,2022-06-08
0.004093711499,2022-06-08
0.01456614093,2022-06-08
0.01810351852,2022-06-13
0.01353701533,2022-06-13
0.01640377817,2022-06-13
0.01379715347,2022-06-13
0.01085509621,2022-06-18
0.01361709655,2022-06-18
0.009984116148,2022-06-18
0.01450663681,2022-06-18
0.007989854583,2022-06-23
0.005096301001,2022-06-23
-0.006814350171,2022-06-23
3.14E-04,2022-06-23
-0.002052978756,2022-06-28
-0.007840193638,2022-06-28
-0.01305613619,2022-06-28
-0.01009551011,2022-06-28
-0.0133016559,2022-07-03
-0.01358201586,2022-07-03
-0.01941123232,2022-07-03
-0.01509128154,2022-07-03
-0.01357797029,2022-07-08
-0.02627949091,2022-07-08
-0.0211431547,2022-07-08
-0.02297097448,2022-07-08
-0.01223710972,2022-07-13
-0.02581534673,2022-07-13
-0.01342952327,2022-07-13
-0.0236003573,2022-07-13
-0.01426426876,2022-07-18
-0.0324070705,2022-07-18
-0.02204204356,2022-07-18
-0.03243666221,2022-07-18
-0.007240314452,2022-07-23
-0.0171514655,2022-07-23
-0.004197086592,2022-07-23
-0.01780231233,2022-07-23
-0.01172871165,2022-07-28
-0.01527800966,2022-07-28
-0.001562849287,2022-07-28
-0.01217680482,2022-07-28
-0.02874483625,2022-08-02
-0.04121388845,2022-08-02
-0.02624631407,2022-08-02
-0.03536701027,2022-08-02
0.01577016972,2022-08-07
0.01583652356,2022-08-07
0.01604858272,2022-08-07
0.01611501333,2022-08-07
-0.0296648672,2022-08-12
-0.05306453165,2022-08-12
-0.02957886025,2022-08-12
-0.05047202981,2022-08-12
-0.02102643686,2022-08-17
-0.04831799509,2022-08-17
-0.02612659995,2022-08-17
-0.04878348951,2022-08-17
-0.01342997462,2022-08-22
-0.03618083692,2022-08-22
-0.01480731827,2022-08-22
-0.03536785665,2022-08-22
-0.01823050287,2022-08-27
-0.04171897436,2022-08-27
-0.02511206452,2022-08-27
-0.03453155092,2022-08-27
-0.01782426048,2022-09-01
-0.03714102457,2022-09-01
-0.02629271496,2022-09-01
-0.0366990419,2022-09-01
-0.01018343852,2022-09-06
-0.02688162594,2022-09-06
-0.01868220223,2022-09-06
-0.02441482862,2022-09-06
-0.01544091469,2022-09-11
-0.03312397629,2022-09-11
-0.02327648945,2022-09-11
-0.03466186358,2022-09-11
0.01347131532,2022-09-16
0.01431959725,2022-09-16
0.01839563638,2022-09-16
0.01509354656,2022-09-16
-0.02085885017,2022-09-21
-0.04200091292,2022-09-21
-0.01772676268,2022-09-21
-0.03444530896,2022-09-21
-0.01477944528,2022-09-26
-0.03549194018,2022-09-26
-0.0190627754,2022-09-26
-0.03986542113,2022-09-26
-0.02788128853,2022-10-01
-0.0412016637,2022-10-01
-0.03252811336,2022-10-01
-0.03923392008,2022-10-01
-0.01421271767,2022-10-06
-0.03204218239,2022-10-06
-0.01623518461,2022-10-06
-0.03091047336,2022-10-06
-0.02270242398,2022-10-11
-0.01338956043,2022-10-11
-0.02232122737,2022-10-11
-0.03062101895,2022-10-11
-0.02529318974,2022-10-16
-0.02985633321,2022-10-16
-0.03329768913,2022-10-16
-0.02943217974,2022-10-16
-0.0160659319,2022-10-21
-0.01766967093,2022-10-21
-0.02599939891,2022-10-21
-0.01859499513,2022-10-21
-0.01938955248,2022-10-26
-0.01914698703,2022-10-26
-0.02934026625,2022-10-26
-0.02118057737,2022-10-26
-0.02176945551,2022-10-31
-0.0210675798,2022-10-31
-0.02898305714,2022-10-31
-0.0232133487,2022-10-31
-0.02003152535,2022-11-05
-0.01815545562,2022-11-05
-0.02693740853,2022-11-05
-0.02008382421,2022-11-05
-0.01845435451,2022-11-10
-0.02358832419,2022-11-10
-0.02814205753,2022-11-10
-0.01904360257,2022-11-10
-0.01836926806,2022-11-15
-0.0230579677,2022-11-15
-0.02099518602,2022-11-15
-0.02757609093,2022-11-15
-0.01923901909,2022-11-20
-0.009151907531,2022-11-20
-0.0251496529,2022-11-20
-0.01366030324,2022-11-20
-0.01957811066,2022-11-25
-0.009952409289,2022-11-25
-0.02332888527,2022-11-25
-0.01424756019,2022-11-25
-0.02550970264,2022-11-30
-0.01788709393,2022-11-30
-0.02577460572,2022-11-30
-0.02123540449,2022-11-30
-0.02589434668,2022-12-05
-0.01804009162,2022-12-05
-0.02388079409,2022-12-05
-0.02223880475,2022-12-05
-0.02932821505,2022-12-10
-0.02348274165,2022-12-10
-0.02506598566,2022-12-10
-0.02741199471,2022-12-10
-0.02756472128,2022-12-15
-0.02357117968,2022-12-15
-0.02196040823,2022-12-15
-0.02766824476,2022-12-15
0.003555734617,2022-12-20
0.00985515391,2022-12-20
-0.009815366451,2022-12-20
0.002466602608,2022-12-20
0.0145962517,2022-12-25
0.009133791304,2022-12-25
-0.006561732493,2022-12-25
-6.22E-04,2022-12-25
-0.01079868931,2022-12-30
0.004479478323,2022-12-30
-0.01212860664,2022-12-30
0.004503224481,2022-12-30
